symbol_a,symbol_b,lag,correlation,p_value,stability,n_overlap_days
JPM,COIN,20,0.049377,0.08626636,0.0371,1228
JPM,COIN,30,-0.009337,0.74681318,0.0315,1228
COIN,MA,1,0.013855,0.62778744,0.0462,1228
COIN,MA,2,0.016505,0.56369698,0.0312,1228
COIN,MA,3,-0.010964,0.70146591,0.0384,1228
COIN,MA,4,-0.058084,0.04217773,0.0594,1228
COIN,MA,5,-0.036935,0.19677132,0.0566,1228
COIN,MA,7,0.018838,0.51077048,0.0302,1228
COIN,MA,10,-0.043045,0.13324664,0.0552,1228
COIN,MA,14,0.00129,0.96419488,0.0361,1228
COIN,MA,20,0.014829,0.60663656,0.0438,1228
COIN,MA,30,-0.048871,0.09088248,0.0631,1228
MA,COIN,1,0.0027,0.92472252,0.0516,1228
MA,COIN,2,0.035035,0.22025499,0.0494,1228
MA,COIN,3,0.014398,0.61464277,0.0615,1228
MA,COIN,4,-0.06384,0.02551615,0.0833,1228
MA,COIN,5,-0.007534,0.79239159,0.0426,1228
MA,COIN,7,-0.027791,0.33190804,0.0843,1228
MA,COIN,10,-0.013816,0.63000952,0.0276,1228
MA,COIN,14,-0.028946,0.3135923,0.0487,1228
MA,COIN,20,0.028185,0.32768627,0.0599,1228
MA,COIN,30,-0.005853,0.83961574,0.0776,1228
COIN,MARA,1,-0.048347,0.09036647,0.05,1229
COIN,MARA,2,0.024234,0.39635999,0.0177,1229
COIN,MARA,3,0.040261,0.1588835,0.0748,1229
COIN,MARA,4,-0.051266,0.07286931,0.0653,1229
COIN,MARA,5,-0.052386,0.0669287,0.0662,1229
COIN,MARA,7,-0.007348,0.79747755,0.0334,1229
COIN,MARA,10,-0.010266,0.72027865,0.0549,1229
COIN,MARA,14,-0.033401,0.2446723,0.0722,1229
COIN,MARA,20,0.001853,0.94868438,0.0413,1229
COIN,MARA,30,-0.037462,0.19488355,0.034,1229
MARA,COIN,1,0.05546,0.05201918,0.0344,1229
MARA,COIN,2,-0.020087,0.48207652,0.0563,1229
MARA,COIN,3,0.029302,0.30529479,0.0683,1229
MARA,COIN,4,0.001188,0.96685846,0.0506,1229
MARA,COIN,5,0.029569,0.30129024,0.0396,1229
MARA,COIN,7,0.009663,0.73577446,0.0558,1229
MARA,COIN,10,-0.018724,0.51367036,0.0555,1229
MARA,COIN,14,0.030417,0.28942766,0.0553,1229
MARA,COIN,20,0.021433,0.45653242,0.0244,1229
MARA,COIN,30,-0.014263,0.62174637,0.0418,1229
COIN,META,1,-3.1e-05,0.99913625,0.0378,1228
COIN,META,2,-0.032923,0.24935209,0.0448,1228
COIN,META,3,-0.059048,0.0387937,0.0509,1228
COIN,META,4,-0.039341,0.16897276,0.0759,1228
COIN,META,5,-0.035627,0.2131112,0.0535,1228
COIN,META,7,-0.010306,0.71902097,0.0287,1228
COIN,META,10,-0.013257,0.64394088,0.0426,1228
COIN,META,14,0.027019,0.34691146,0.0395,1228
COIN,META,20,0.041254,0.15186748,0.0421,1228
COIN,META,30,-0.040618,0.16002281,0.0408,1228
META,COIN,1,-0.005725,0.84122147,0.0852,1228
META,COIN,2,0.021596,0.44995229,0.0388,1228
META,COIN,3,0.001407,0.96075433,0.0299,1228
META,COIN,4,-0.037466,0.19022608,0.0731,1228
META,COIN,5,-0.03317,0.24640608,0.0478,1228
META,COIN,7,-0.047701,0.09570345,0.0427,1228
META,COIN,10,0.017157,0.54970478,0.0527,1228
META,COIN,14,-0.010544,0.71359789,0.0633,1228
META,COIN,20,0.037124,0.19725569,0.0379,1228
META,COIN,30,-0.020321,0.48223852,0.0478,1228
COIN,MSFT,1,0.015712,0.58242954,0.0538,1228
COIN,MSFT,2,-0.011233,0.69437679,0.0486,1228
COIN,MSFT,3,-0.036457,0.20226415,0.0522,1228
COIN,MSFT,4,-0.025861,0.36600843,0.0914,1228
COIN,MSFT,5,-0.015531,0.58739112,0.0335,1228
COIN,MSFT,7,0.042746,0.1354881,0.046,1228
COIN,MSFT,10,-0.022677,0.42911563,0.0401,1228
COIN,MSFT,14,0.001693,0.95302261,0.0394,1228
COIN,MSFT,20,0.006723,0.81543285,0.0617,1228
COIN,MSFT,30,-0.004932,0.86459844,0.0776,1228
MSFT,COIN,1,0.021285,0.45632133,0.0445,1228
MSFT,COIN,2,0.005837,0.83822988,0.0329,1228
MSFT,COIN,3,0.016312,0.56842653,0.0373,1228
MSFT,COIN,4,-0.034231,0.23141608,0.0431,1228
MSFT,COIN,5,0.039824,0.16397154,0.0346,1228
MSFT,COIN,7,-0.036662,0.20047426,0.089,1228
MSFT,COIN,10,-0.012283,0.66847699,0.0529,1228
MSFT,COIN,14,0.009297,0.74623558,0.0665,1228
MSFT,COIN,20,0.018855,0.51266021,0.0693,1228
MSFT,COIN,30,-0.010376,0.71975746,0.0485,1228
COIN,MSTR,1,-0.017846,0.53212162,0.0631,1229
COIN,MSTR,2,0.049195,0.08497682,0.0182,1229
COIN,MSTR,3,0.005904,0.8363876,0.044,1229
COIN,MSTR,4,-0.048664,0.08866285,0.0853,1229
COIN,MSTR,5,-0.003473,0.90337969,0.0227,1229
COIN,MSTR,7,0.035625,0.21333114,0.0281,1229
COIN,MSTR,10,-0.032343,0.2591706,0.0616,1229
COIN,MSTR,14,-0.027543,0.33742573,0.0645,1229
COIN,MSTR,20,-0.000364,0.98991464,0.0388,1229
COIN,MSTR,30,-0.050715,0.07919548,0.0417,1229
MSTR,COIN,1,-0.012876,0.65214642,0.047,1229
MSTR,COIN,2,-0.010449,0.71462716,0.0804,1229
MSTR,COIN,3,0.018475,0.51809366,0.0517,1229
MSTR,COIN,4,-0.015103,0.5974227,0.0492,1229
MSTR,COIN,5,0.023537,0.41065788,0.057,1229
MSTR,COIN,7,0.038567,0.17788223,0.0452,1229
MSTR,COIN,10,-0.025274,0.3779624,0.0835,1229
MSTR,COIN,14,-0.033349,0.24540665,0.0585,1229
MSTR,COIN,20,0.025548,0.37478352,0.032,1229
MSTR,COIN,30,0.006581,0.81991718,0.0443,1229
COIN,MSTU,1,-0.076087,0.14684718,0.0791,366
COIN,MSTU,2,0.03613,0.49197193,0.0363,366
COIN,MSTU,3,0.05327,0.31147027,0.0355,366
COIN,MSTU,4,-0.067838,0.1978392,0.1044,366
COIN,MSTU,5,0.020659,0.69565048,0.0258,366
COIN,MSTU,7,-0.00807,0.87889514,0.0259,366
COIN,MSTU,10,-0.014752,0.78148692,0.0371,366
COIN,MSTU,14,-0.060513,0.25749463,0.0925,366
COIN,MSTU,20,0.006853,0.89892328,0.0275,366
COIN,MSTU,30,-0.065949,0.22794515,0.0462,366
MSTU,COIN,1,-0.053563,0.30747538,0.0427,366
MSTU,COIN,2,-0.092872,0.07679008,0.0603,366
MSTU,COIN,3,0.016688,0.75134123,0.0417,366
MSTU,COIN,4,-0.04556,0.38742633,0.0099,366
MSTU,COIN,5,0.074427,0.15819459,0.0875,366
MSTU,COIN,7,0.085254,0.10682512,0.0513,366
MSTU,COIN,10,-0.042222,0.42708661,0.0526,366
MSTU,COIN,14,-0.041745,0.43494372,0.0356,366
MSTU,COIN,20,-0.017294,0.74855574,0.0277,366
MSTU,COIN,30,0.057093,0.29672637,0.0636,366
COIN,NFLX,1,0.004143,0.88472116,0.0334,1228
COIN,NFLX,2,0.031559,0.26951519,0.0453,1228
COIN,NFLX,3,-0.009577,0.7377423,0.0475,1228
COIN,NFLX,4,-0.019402,0.49767321,0.0436,1228
COIN,NFLX,5,0.000252,0.99297241,0.0454,1228
COIN,NFLX,7,0.006035,0.83315786,0.0458,1228
COIN,NFLX,10,-0.057125,0.04623548,0.0645,1228
COIN,NFLX,14,-0.011439,0.69051283,0.0293,1228
COIN,NFLX,20,-0.021258,0.46041914,0.0421,1228
COIN,NFLX,30,-0.020992,0.46790136,0.0656,1228
NFLX,COIN,1,0.040435,0.15691574,0.0362,1228
NFLX,COIN,2,0.022951,0.42203817,0.0733,1228
NFLX,COIN,3,0.023948,0.40234554,0.0655,1228
NFLX,COIN,4,-0.006271,0.82652207,0.0492,1228
NFLX,COIN,5,-0.003997,0.88894252,0.0331,1228
NFLX,COIN,7,0.026014,0.36375592,0.0732,1228
NFLX,COIN,10,0.04841,0.09126379,0.0858,1228
NFLX,COIN,14,0.006728,0.81484519,0.059,1228
NFLX,COIN,20,0.035586,0.21647373,0.0472,1228
NFLX,COIN,30,-0.011696,0.68590021,0.0632,1228
COIN,NVDA,1,-0.001417,0.96043786,0.0357,1229
COIN,NVDA,2,-0.036043,0.20707108,0.0352,1229
COIN,NVDA,3,-0.013109,0.64654618,0.0438,1229
COIN,NVDA,4,-0.047445,0.09695179,0.0632,1229
COIN,NVDA,5,0.014444,0.61367723,0.0582,1229
COIN,NVDA,7,0.003423,0.90483796,0.039,1229
COIN,NVDA,10,-0.03316,0.24731683,0.0408,1229
COIN,NVDA,14,0.031939,0.26595025,0.0835,1229
COIN,NVDA,20,0.000889,0.97536967,0.0617,1229
COIN,NVDA,30,0.012436,0.66705352,0.0382,1229
NVDA,COIN,1,0.013976,0.62463075,0.0403,1229
NVDA,COIN,2,0.040963,0.1515635,0.0717,1229
NVDA,COIN,3,-0.01756,0.53902728,0.0362,1229
NVDA,COIN,4,-0.02655,0.35316185,0.0451,1229
NVDA,COIN,5,-0.002312,0.93558779,0.0453,1229
NVDA,COIN,7,0.004714,0.86925158,0.0536,1229
NVDA,COIN,10,-0.042582,0.13731292,0.0314,1229
NVDA,COIN,14,-0.022529,0.43269039,0.0765,1229
NVDA,COIN,20,-0.012997,0.65166399,0.0686,1229
NVDA,COIN,30,0.025174,0.38379485,0.0323,1229
COIN,NVDL,1,-0.011656,0.74094301,0.0373,808
COIN,NVDL,2,-0.035601,0.31274829,0.0419,808
COIN,NVDL,3,0.034543,0.32766178,0.0268,808
COIN,NVDL,4,-0.024386,0.48988378,0.0558,808
COIN,NVDL,5,0.010383,0.76893225,0.0624,808
COIN,NVDL,7,-0.052865,0.13494208,0.0284,808
COIN,NVDL,10,-0.011741,0.74051335,0.0409,808
COIN,NVDL,14,0.04003,0.25988925,0.0953,808
COIN,NVDL,20,0.020746,0.56089069,0.0598,808
COIN,NVDL,30,0.041545,0.24709706,0.0277,808
NVDL,COIN,1,0.014788,0.6748688,0.0514,808
NVDL,COIN,2,0.021568,0.540905,0.0768,808
NVDL,COIN,3,-0.023582,0.50405195,0.0527,808
NVDL,COIN,4,0.004367,0.90161057,0.0453,808
NVDL,COIN,5,-0.012622,0.72099946,0.0461,808
NVDL,COIN,7,0.027738,0.43306242,0.0539,808
NVDL,COIN,10,-0.059168,0.09486725,0.0293,808
NVDL,COIN,14,-0.043861,0.21699217,0.0811,808
NVDL,COIN,20,-0.032857,0.35698494,0.0689,808
NVDL,COIN,30,0.021564,0.54811152,0.0358,808
COIN,PG,1,-0.048736,0.08792599,0.0348,1228
COIN,PG,2,0.017695,0.53592298,0.0746,1228
COIN,PG,3,-0.004732,0.86857594,0.051,1228
COIN,PG,4,0.002307,0.93574974,0.0536,1228
COIN,PG,5,0.036673,0.19997198,0.0369,1228
COIN,PG,7,0.005967,0.83500834,0.0621,1228
COIN,PG,10,0.011761,0.68176024,0.0369,1228
COIN,PG,14,0.046272,0.10708835,0.0564,1228
COIN,PG,20,-0.000594,0.9835416,0.072,1228
COIN,PG,30,-0.034238,0.23635006,0.0691,1228
PG,COIN,1,0.028213,0.32342133,0.0736,1228
PG,COIN,2,0.000946,0.97359556,0.0664,1228
PG,COIN,3,-0.035685,0.21199311,0.0576,1228
PG,COIN,4,-0.007406,0.79576832,0.0362,1228
PG,COIN,5,-0.03281,0.2515712,0.0546,1228
PG,COIN,7,-0.023784,0.40633541,0.0634,1228
PG,COIN,10,-0.023031,0.42195015,0.0596,1228
PG,COIN,14,-0.034198,0.233788,0.0445,1228
PG,COIN,20,-0.004151,0.88540066,0.0499,1228
PG,COIN,30,-0.006153,0.83151128,0.0607,1228
COIN,QLD,1,0.001937,0.94595928,0.0435,1228
COIN,QLD,2,-0.003457,0.90375786,0.0411,1228
COIN,QLD,3,-0.02691,0.34667996,0.0449,1228
COIN,QLD,4,-0.073474,0.01012912,0.0917,1228
COIN,QLD,5,0.000847,0.97639725,0.0419,1228
COIN,QLD,7,0.015157,0.59672889,0.0529,1228
COIN,QLD,10,-0.034298,0.23165224,0.0384,1228
COIN,QLD,14,0.005609,0.84520718,0.048,1228
COIN,QLD,20,0.020037,0.48658191,0.038,1228
COIN,QLD,30,-0.031446,0.27680147,0.0562,1228
QLD,COIN,1,0.01989,0.48638663,0.0456,1228
QLD,COIN,2,0.022428,0.43268301,0.0438,1228
QLD,COIN,3,-0.004121,0.88542588,0.0413,1228
QLD,COIN,4,-0.046058,0.10727419,0.0443,1228
QLD,COIN,5,-0.007638,0.78958106,0.0355,1228
QLD,COIN,7,-0.025473,0.37382797,0.065,1228
QLD,COIN,10,-0.021041,0.46316746,0.0318,1228
QLD,COIN,14,-0.016581,0.56382224,0.0768,1228
QLD,COIN,20,0.009492,0.74171439,0.0753,1228
QLD,COIN,30,-0.011074,0.70179381,0.0417,1228
COIN,QQQ,1,0.002911,0.91887753,0.0445,1228
COIN,QQQ,2,-0.003429,0.90452072,0.0421,1228
COIN,QQQ,3,-0.027314,0.3394833,0.0449,1228
COIN,QQQ,4,-0.073233,0.01037926,0.0935,1228
COIN,QQQ,5,0.001595,0.95555482,0.041,1228
COIN,QQQ,7,0.014708,0.60763288,0.0512,1228
COIN,QQQ,10,-0.034056,0.23495783,0.0392,1228
COIN,QQQ,14,0.006076,0.83250371,0.048,1228
COIN,QQQ,20,0.020962,0.46668963,0.0371,1228
COIN,QQQ,30,-0.030327,0.29425755,0.0562,1228
QQQ,COIN,1,0.019023,0.50558434,0.0457,1228
QQQ,COIN,2,0.023471,0.4115935,0.0437,1228
QQQ,COIN,3,-0.003689,0.89735881,0.0413,1228
QQQ,COIN,4,-0.045769,0.10949398,0.0462,1228
QQQ,COIN,5,-0.007623,0.78999492,0.0365,1228
QQQ,COIN,7,-0.025724,0.36913431,0.069,1228
QQQ,COIN,10,-0.021369,0.45622422,0.031,1228
QQQ,COIN,14,-0.017389,0.54498923,0.0785,1228
QQQ,COIN,20,0.01024,0.72218467,0.0745,1228
QQQ,COIN,30,-0.011294,0.69616576,0.0409,1228
COIN,RIOT,1,-0.040088,0.16033427,0.0535,1229
COIN,RIOT,2,0.002938,0.91810253,0.0223,1229
COIN,RIOT,3,0.010198,0.72130988,0.0508,1229
COIN,RIOT,4,-0.069274,0.01530791,0.0707,1229
COIN,RIOT,5,-0.03395,0.23527295,0.0557,1229
COIN,RIOT,7,0.005831,0.83863347,0.024,1229
COIN,RIOT,10,-0.005467,0.84877175,0.0469,1229
COIN,RIOT,14,-0.043056,0.133632,0.0612,1229
COIN,RIOT,20,0.005244,0.85545253,0.0362,1229
COIN,RIOT,30,-0.057546,0.04635073,0.0495,1229
RIOT,COIN,1,0.045741,0.10913262,0.04,1229
RIOT,COIN,2,0.005712,0.84158311,0.0529,1229
RIOT,COIN,3,0.02231,0.43510603,0.0647,1229
RIOT,COIN,4,0.008335,0.7707089,0.0701,1229
RIOT,COIN,5,0.013653,0.63322806,0.0342,1229
RIOT,COIN,7,-0.00017,0.9952637,0.0457,1229
RIOT,COIN,10,-0.020482,0.4749511,0.0629,1229
RIOT,COIN,14,0.013945,0.62724474,0.0501,1229
RIOT,COIN,20,0.023193,0.42040732,0.0202,1229
RIOT,COIN,30,-0.005881,0.83881336,0.034,1229
COIN,ROBN,1,-0.06945,0.25278057,0.0887,274
COIN,ROBN,2,-0.057837,0.34197365,0.0247,274
COIN,ROBN,3,0.047813,0.43309602,0.0281,274
COIN,ROBN,4,-0.060137,0.3248886,0.0866,274
COIN,ROBN,5,0.064181,0.29425891,0.0602,274
COIN,ROBN,7,-0.020777,0.7354006,0.0347,274
COIN,ROBN,10,0.014339,0.81662492,0.045,274
COIN,ROBN,14,0.007832,0.8999817,0.0944,274
COIN,ROBN,20,-0.000672,0.99149526,0.0216,274
COIN,ROBN,30,-0.034672,0.58990756,0.0222,274
ROBN,COIN,1,-0.076781,0.2059854,0.0502,274
ROBN,COIN,2,0.032605,0.59237089,0.0262,274
ROBN,COIN,3,0.080699,0.18534108,0.0509,274
ROBN,COIN,4,-0.016256,0.79032561,0.0311,274
ROBN,COIN,5,0.064671,0.29057833,0.0283,274
ROBN,COIN,7,-0.030868,0.6155721,0.0298,274
ROBN,COIN,10,-0.039796,0.51970852,0.0345,274
ROBN,COIN,14,0.001901,0.97566829,0.0709,274
ROBN,COIN,20,0.051516,0.41362505,0.0644,274
ROBN,COIN,30,0.013423,0.8347579,0.02,274
COIN,ROM,1,0.004081,0.886452,0.0515,1228
COIN,ROM,2,-0.010815,0.70519824,0.0489,1228
COIN,ROM,3,-0.022947,0.42229591,0.0477,1228
COIN,ROM,4,-0.067873,0.01755329,0.097,1228
COIN,ROM,5,-0.000608,0.98305286,0.0324,1228
COIN,ROM,7,0.012434,0.66425757,0.0458,1228
COIN,ROM,10,-0.025194,0.37967058,0.0334,1228
COIN,ROM,14,0.00296,0.91792931,0.07,1228
COIN,ROM,20,0.013756,0.63291219,0.0413,1228
COIN,ROM,30,-0.024603,0.3948743,0.0623,1228
ROM,COIN,1,0.023655,0.40774564,0.0366,1228
ROM,COIN,2,0.022849,0.42409729,0.0295,1228
ROM,COIN,3,-0.009863,0.73018589,0.0459,1228
ROM,COIN,4,-0.053254,0.06252703,0.0515,1228
ROM,COIN,5,0.002121,0.94094528,0.0441,1228
ROM,COIN,7,-0.025587,0.37168695,0.0718,1228
ROM,COIN,10,-0.018818,0.51174594,0.0377,1228
ROM,COIN,14,-0.019669,0.49354897,0.0827,1228
ROM,COIN,20,0.008172,0.77659984,0.0557,1228
ROM,COIN,30,-0.012534,0.66473892,0.0357,1228
COIN,SOXL,1,-0.019748,0.48950449,0.0363,1228
COIN,SOXL,2,-0.025879,0.36526563,0.0434,1228
COIN,SOXL,3,-0.012858,0.65300512,0.0643,1228
COIN,SOXL,4,-0.088763,0.00188099,0.067,1228
COIN,SOXL,5,0.00444,0.87673165,0.0495,1228
COIN,SOXL,7,0.001513,0.95788312,0.0434,1228
COIN,SOXL,10,-0.023572,0.41111754,0.0501,1228
COIN,SOXL,14,0.015229,0.59604026,0.0854,1228
COIN,SOXL,20,-0.000941,0.97392958,0.0379,1228
COIN,SOXL,30,-0.000764,0.97893501,0.0502,1228
SOXL,COIN,1,0.026906,0.34635381,0.0635,1228
SOXL,COIN,2,0.03428,0.23037131,0.0371,1228
SOXL,COIN,3,-0.021599,0.45008874,0.0553,1228
SOXL,COIN,4,-0.04216,0.14044124,0.0473,1228
SOXL,COIN,5,-0.001461,0.9592836,0.0646,1228
SOXL,COIN,7,0.002707,0.92472017,0.0512,1228
SOXL,COIN,10,-0.033844,0.2378902,0.0368,1228
SOXL,COIN,14,0.001533,0.9574557,0.0784,1228
SOXL,COIN,20,-0.00555,0.84718694,0.0464,1228
SOXL,COIN,30,-0.004096,0.88738577,0.0383,1228
COIN,SOXX,1,-0.024441,0.39233371,0.0325,1228
COIN,SOXX,2,-0.026928,0.3461563,0.0424,1228
COIN,SOXX,3,-0.01302,0.64893283,0.068,1228
COIN,SOXX,4,-0.088098,0.00203548,0.0678,1228
COIN,SOXX,5,0.00476,0.8679181,0.0487,1228
COIN,SOXX,7,0.000371,0.98967311,0.0471,1228
COIN,SOXX,10,-0.024009,0.40248948,0.0493,1228
COIN,SOXX,14,0.015806,0.58219285,0.0879,1228
COIN,SOXX,20,-3.3e-05,0.99909494,0.0396,1228
COIN,SOXX,30,-0.001086,0.97005514,0.0511,1228
SOXX,COIN,1,0.027816,0.3302741,0.0635,1228
SOXX,COIN,2,0.03328,0.24425418,0.0373,1228
SOXX,COIN,3,-0.020435,0.47486471,0.0506,1228
SOXX,COIN,4,-0.041825,0.14362263,0.0501,1228
SOXX,COIN,5,-0.001223,0.96592497,0.0629,1228
SOXX,COIN,7,0.00435,0.87931627,0.0511,1228
SOXX,COIN,10,-0.031424,0.27315631,0.036,1228
SOXX,COIN,14,0.001734,0.95186443,0.0802,1228
SOXX,COIN,20,-0.00687,0.81147237,0.0481,1228
SOXX,COIN,30,-0.003943,0.8915543,0.0391,1228
COIN,SPXL,1,0.007558,0.79141041,0.0412,1228
COIN,SPXL,2,0.006252,0.82690092,0.0432,1228
COIN,SPXL,3,-0.023693,0.40737432,0.0478,1228
COIN,SPXL,4,-0.072844,0.01079417,0.0863,1228
COIN,SPXL,5,0.009752,0.73333451,0.0443,1228
COIN,SPXL,7,0.027285,0.34077905,0.0624,1228
COIN,SPXL,10,-0.040292,0.15993259,0.0393,1228
COIN,SPXL,14,0.011055,0.7003984,0.0446,1228
COIN,SPXL,20,0.031659,0.27155459,0.044,1228
COIN,SPXL,30,-0.05476,0.0581173,0.0625,1228
SPXL,COIN,1,0.018244,0.52316779,0.039,1228
SPXL,COIN,2,0.017541,0.53946436,0.0462,1228
SPXL,COIN,3,0.002847,0.92071685,0.0426,1228
SPXL,COIN,4,-0.055242,0.05333882,0.0447,1228
SPXL,COIN,5,-0.010761,0.70694305,0.0552,1228
SPXL,COIN,7,-0.035527,0.21477556,0.0667,1228
SPXL,COIN,10,-0.021611,0.451124,0.0326,1228
SPXL,COIN,14,-0.021336,0.45764895,0.0819,1228
SPXL,COIN,20,0.019356,0.50150952,0.0548,1228
SPXL,COIN,30,-0.019414,0.50201994,0.0442,1228
COIN,SPY,1,0.000994,0.97226489,0.0412,1228
COIN,SPY,2,0.005355,0.85142726,0.0432,1228
COIN,SPY,3,-0.022223,0.4371024,0.0486,1228
COIN,SPY,4,-0.071831,0.01194648,0.0863,1228
COIN,SPY,5,0.011588,0.6855813,0.0453,1228
COIN,SPY,7,0.026996,0.3459261,0.0634,1228
COIN,SPY,10,-0.040844,0.15427464,0.041,1228
COIN,SPY,14,0.010578,0.71273076,0.0454,1228
COIN,SPY,20,0.032385,0.26070474,0.0431,1228
COIN,SPY,30,-0.053852,0.06241338,0.0633,1228
SPY,COIN,1,0.015767,0.58109898,0.0419,1228
SPY,COIN,2,0.018662,0.51387297,0.0462,1228
SPY,COIN,3,0.004576,0.8728723,0.0416,1228
SPY,COIN,4,-0.054663,0.05588985,0.0466,1228
SPY,COIN,5,-0.011801,0.68012875,0.058,1228
SPY,COIN,7,-0.036726,0.19969515,0.0677,1228
SPY,COIN,10,-0.020895,0.46626339,0.0326,1228
SPY,COIN,14,-0.022042,0.44290859,0.0853,1228
SPY,COIN,20,0.020136,0.48443189,0.0548,1228
SPY,COIN,30,-0.016472,0.56895777,0.0434,1228
COIN,SSO,1,0.006982,0.80698322,0.0422,1228
COIN,SSO,2,0.004067,0.88687431,0.0441,1228
COIN,SSO,3,-0.022964,0.42195895,0.0486,1228
COIN,SSO,4,-0.071655,0.01215644,0.0854,1228
COIN,SSO,5,0.00902,0.75266958,0.0443,1228
COIN,SSO,7,0.027987,0.32849435,0.0606,1228
COIN,SSO,10,-0.040657,0.15617118,0.0385,1228
COIN,SSO,14,0.011225,0.69600575,0.0471,1228
COIN,SSO,20,0.031355,0.27618106,0.0457,1228
COIN,SSO,30,-0.055479,0.05489178,0.0607,1228
SSO,COIN,1,0.017314,0.54456561,0.0418,1228
SSO,COIN,2,0.018225,0.52377325,0.0462,1228
SSO,COIN,3,0.003103,0.91359045,0.0426,1228
SSO,COIN,4,-0.055192,0.05355463,0.0447,1228
SSO,COIN,5,-0.010867,0.70421265,0.0563,1228
SSO,COIN,7,-0.03699,0.19647324,0.0697,1228
SSO,COIN,10,-0.020993,0.46418562,0.0309,1228
SSO,COIN,14,-0.021881,0.4462443,0.0853,1228
SSO,COIN,20,0.019095,0.5072995,0.054,1228
SSO,COIN,30,-0.018909,0.5131992,0.0434,1228
COIN,TECL,1,0.007909,0.78195332,0.0446,1228
COIN,TECL,2,-0.008684,0.76131472,0.047,1228
COIN,TECL,3,-0.017759,0.53461731,0.0477,1228
COIN,TECL,4,-0.068657,0.01628822,0.0911,1228
COIN,TECL,5,0.004393,0.87802933,0.0324,1228
COIN,TECL,7,0.011429,0.68992204,0.0432,1228
COIN,TECL,10,-0.025171,0.38010014,0.035,1228
COIN,TECL,14,0.006127,0.83113231,0.0675,1228
COIN,TECL,20,0.014463,0.61553831,0.0447,1228
COIN,TECL,30,-0.020989,0.4679687,0.0606,1228
TECL,COIN,1,0.020757,0.46758055,0.0434,1228
TECL,COIN,2,0.021161,0.45913063,0.0277,1228
TECL,COIN,3,-0.007752,0.78636117,0.0429,1228
TECL,COIN,4,-0.05259,0.06587291,0.0502,1228
TECL,COIN,5,0.006279,0.82636294,0.0464,1228
TECL,COIN,7,-0.023684,0.40831148,0.0682,1228
TECL,COIN,10,-0.024355,0.3957465,0.036,1228
TECL,COIN,14,-0.019913,0.48820093,0.0819,1228
TECL,COIN,20,0.008616,0.76482568,0.0625,1228
TECL,COIN,30,-0.013676,0.63629022,0.0374,1228
COIN,TLT,1,-0.00145,0.9595063,0.0423,1229
COIN,TLT,2,0.014658,0.60797522,0.0598,1229
COIN,TLT,3,0.021149,0.4593977,0.0572,1229
COIN,TLT,4,-0.005153,0.85700497,0.0442,1229
COIN,TLT,5,-6e-05,0.99832242,0.0321,1229
COIN,TLT,7,-0.024878,0.38489776,0.0382,1229
COIN,TLT,10,-0.017546,0.54052288,0.0641,1229
COIN,TLT,14,0.012405,0.66575775,0.0376,1229
COIN,TLT,20,-0.037469,0.19294342,0.0601,1229
COIN,TLT,30,0.00745,0.79662438,0.0529,1229
TLT,COIN,1,0.034304,0.229663,0.0569,1229
TLT,COIN,2,0.043486,0.12790631,0.0461,1229
TLT,COIN,3,0.004614,0.87177279,0.0792,1229
TLT,COIN,4,0.016689,0.5595063,0.0454,1229
TLT,COIN,5,0.032771,0.25193646,0.0613,1229
TLT,COIN,7,0.019538,0.49500688,0.0456,1229
TLT,COIN,10,0.023082,0.42072066,0.0777,1229
TLT,COIN,14,-0.017242,0.54821587,0.0596,1229
TLT,COIN,20,-0.012322,0.66864535,0.0464,1229
TLT,COIN,30,0.005847,0.83971684,0.0322,1229
COIN,TNA,1,-0.014269,0.61754673,0.0561,1228
COIN,TNA,2,-1.9e-05,0.99946975,0.0336,1228
COIN,TNA,3,-0.000787,0.97806049,0.0452,1228
COIN,TNA,4,-0.069846,0.01452105,0.0741,1228
COIN,TNA,5,0.012245,0.66880081,0.0426,1228
COIN,TNA,7,0.018778,0.51212352,0.0543,1228
COIN,TNA,10,-0.039785,0.16525506,0.0401,1228
COIN,TNA,14,0.000288,0.99199679,0.0523,1228
COIN,TNA,20,0.036909,0.19986911,0.0473,1228
COIN,TNA,30,-0.080787,0.00514441,0.0761,1228
TNA,COIN,1,0.03127,0.27373385,0.027,1228
TNA,COIN,2,0.000123,0.99656059,0.0394,1228
TNA,COIN,3,0.018431,0.51927447,0.0339,1228
TNA,COIN,4,-0.033957,0.23517459,0.0454,1228
TNA,COIN,5,-0.014229,0.6191019,0.0545,1228
TNA,COIN,7,-0.039537,0.16737875,0.0461,1228
TNA,COIN,10,-0.014292,0.61828322,0.0343,1228
TNA,COIN,14,-0.016717,0.56063003,0.0778,1228
TNA,COIN,20,0.025832,0.36969093,0.0312,1228
TNA,COIN,30,-0.017677,0.54104037,0.0408,1228
COIN,TQQQ,1,0.007277,0.7989856,0.0445,1228
COIN,TQQQ,2,-0.003445,0.90407659,0.0419,1228
COIN,TQQQ,3,-0.027009,0.34490981,0.0459,1228
COIN,TQQQ,4,-0.07324,0.01037216,0.091,1228
COIN,TQQQ,5,-0.000198,0.99447678,0.0419,1228
COIN,TQQQ,7,0.014982,0.60096926,0.0521,1228
COIN,TQQQ,10,-0.034073,0.23472194,0.0384,1228
COIN,TQQQ,14,0.005433,0.85001133,0.0489,1228
